"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","aspA","0.61","0.61","118.07","169.67","565","77.27","111.05","1813.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","miaA","-0.50","-0.50","334.09","317.72","1259","472.63","449.48","13066.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","hfq","-1.35","-1.35","900.69","278.31","633","2304.82","712.18","8308.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","purA","-2.70","-2.70","213.19","276.93","823","1385.55","1799.84","21983.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","ytfK","-2.61","-2.62","28.54","5.90","39","175.38","36.29","1083.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","mgtL",,,"0.00","0.00","2","193.12","10.42","187.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","mgtA","-2.40","-2.40","2.71","7.32","24","14.36","38.74","540.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yjgL","-0.65","-0.65","1.60","2.90","10","2.52","4.57","59.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","insG","-0.50","-0.50","9.73","12.93","36","13.82","18.37","285.25",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","fecI","-1.65","-1.65","213.32","111.35","218","672.56","351.08","3421.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yjhX","-0.81","-0.81","52.67","13.59","11","92.44","23.84","274.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yjiC","-3.10","-3.11","0.51","0.42","1","4.37","3.63","39.50",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","mdtM","-1.88","-1.88","3.12","3.85","10","11.50","14.18","180.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","creA","-0.30","-0.30","49.69","23.55","56","61.54","29.16","359.00",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","yccU","-1.64","-1.64","153.19","63.42","146","479.76","198.61","1817.75",
"2017-03-31_Galagan","JG0331_Ec_delta_ompR","ompR","csiD","-0.89","-0.89","11.63","11.38","33","21.60","21.12","250.50",
